"Quarter","Region","State","Purpose","Trips"
12600,"Launceston, Tamar and the North","Tasmania","Business",49.8982653
12692,"Launceston, Tamar and the North","Tasmania","Business",57.7067214
12784,"Launceston, Tamar and the North","Tasmania","Business",28.1599826
12874,"Launceston, Tamar and the North","Tasmania","Business",27.0497661
12965,"Launceston, Tamar and the North","Tasmania","Business",30.2478398
13057,"Launceston, Tamar and the North","Tasmania","Business",22.8603356
13149,"Launceston, Tamar and the North","Tasmania","Business",25.233317
13239,"Launceston, Tamar and the North","Tasmania","Business",22.267492
13330,"Launceston, Tamar and the North","Tasmania","Business",25.368473
13422,"Launceston, Tamar and the North","Tasmania","Business",28.032787
13514,"Launceston, Tamar and the North","Tasmania","Business",19.2264634
13604,"Launceston, Tamar and the North","Tasmania","Business",55.0305799
13695,"Launceston, Tamar and the North","Tasmania","Business",37.5994286
13787,"Launceston, Tamar and the North","Tasmania","Business",29.6051833
13879,"Launceston, Tamar and the North","Tasmania","Business",23.3734367
13970,"Launceston, Tamar and the North","Tasmania","Business",28.5710499
14061,"Launceston, Tamar and the North","Tasmania","Business",20.1703859
14153,"Launceston, Tamar and the North","Tasmania","Business",41.4486282
14245,"Launceston, Tamar and the North","Tasmania","Business",13.1654027
14335,"Launceston, Tamar and the North","Tasmania","Business",30.8988173
14426,"Launceston, Tamar and the North","Tasmania","Business",25.7241849
14518,"Launceston, Tamar and the North","Tasmania","Business",32.7740313
14610,"Launceston, Tamar and the North","Tasmania","Business",17.6866533
14700,"Launceston, Tamar and the North","Tasmania","Business",28.5890043
14791,"Launceston, Tamar and the North","Tasmania","Business",31.5838736
14883,"Launceston, Tamar and the North","Tasmania","Business",38.4859983
14975,"Launceston, Tamar and the North","Tasmania","Business",23.7942941
15065,"Launceston, Tamar and the North","Tasmania","Business",34.7403759
15156,"Launceston, Tamar and the North","Tasmania","Business",30.0359847
15248,"Launceston, Tamar and the North","Tasmania","Business",30.4839195
15340,"Launceston, Tamar and the North","Tasmania","Business",23.0249845
15431,"Launceston, Tamar and the North","Tasmania","Business",11.3800062
15522,"Launceston, Tamar and the North","Tasmania","Business",50.3631423
15614,"Launceston, Tamar and the North","Tasmania","Business",29.1912595
15706,"Launceston, Tamar and the North","Tasmania","Business",42.1613002
15796,"Launceston, Tamar and the North","Tasmania","Business",36.8364158
15887,"Launceston, Tamar and the North","Tasmania","Business",15.8506556
15979,"Launceston, Tamar and the North","Tasmania","Business",16.5589254
16071,"Launceston, Tamar and the North","Tasmania","Business",38.6005826
16161,"Launceston, Tamar and the North","Tasmania","Business",37.2967798
16252,"Launceston, Tamar and the North","Tasmania","Business",26.1546928
16344,"Launceston, Tamar and the North","Tasmania","Business",11.1309896
16436,"Launceston, Tamar and the North","Tasmania","Business",27.3965982
16526,"Launceston, Tamar and the North","Tasmania","Business",25.5846688
16617,"Launceston, Tamar and the North","Tasmania","Business",41.4885841
16709,"Launceston, Tamar and the North","Tasmania","Business",23.941027
16801,"Launceston, Tamar and the North","Tasmania","Business",15.7156551
16892,"Launceston, Tamar and the North","Tasmania","Business",21.7647227
16983,"Launceston, Tamar and the North","Tasmania","Business",40.0000258
17075,"Launceston, Tamar and the North","Tasmania","Business",44.6967258
17167,"Launceston, Tamar and the North","Tasmania","Business",36.2278853
17257,"Launceston, Tamar and the North","Tasmania","Business",39.7611004
17348,"Launceston, Tamar and the North","Tasmania","Business",57.7324485
17440,"Launceston, Tamar and the North","Tasmania","Business",47.4576515
10227,"Launceston, Tamar and the North","Tasmania","Holiday",131.3667457
10317,"Launceston, Tamar and the North","Tasmania","Holiday",78.7109464
10408,"Launceston, Tamar and the North","Tasmania","Holiday",43.7913301
10500,"Launceston, Tamar and the North","Tasmania","Holiday",99.0775278
10592,"Launceston, Tamar and the North","Tasmania","Holiday",127.0127686
10682,"Launceston, Tamar and the North","Tasmania","Holiday",68.1663134
10773,"Launceston, Tamar and the North","Tasmania","Holiday",52.8847027
10865,"Launceston, Tamar and the North","Tasmania","Holiday",76.4217265
10957,"Launceston, Tamar and the North","Tasmania","Holiday",114.8443186
11048,"Launceston, Tamar and the North","Tasmania","Holiday",62.7492747
11139,"Launceston, Tamar and the North","Tasmania","Holiday",65.0502627
11231,"Launceston, Tamar and the North","Tasmania","Holiday",61.5324056
11323,"Launceston, Tamar and the North","Tasmania","Holiday",125.8141865
11413,"Launceston, Tamar and the North","Tasmania","Holiday",101.2752179
11504,"Launceston, Tamar and the North","Tasmania","Holiday",39.3250318
11596,"Launceston, Tamar and the North","Tasmania","Holiday",67.8567033
11688,"Launceston, Tamar and the North","Tasmania","Holiday",116.8499813
11778,"Launceston, Tamar and the North","Tasmania","Holiday",68.0774361
11869,"Launceston, Tamar and the North","Tasmania","Holiday",49.2389563
11961,"Launceston, Tamar and the North","Tasmania","Holiday",94.9305801
12053,"Launceston, Tamar and the North","Tasmania","Holiday",104.8777064
12143,"Launceston, Tamar and the North","Tasmania","Holiday",104.4905275
12234,"Launceston, Tamar and the North","Tasmania","Holiday",34.4677386
12326,"Launceston, Tamar and the North","Tasmania","Holiday",78.1538417
12418,"Launceston, Tamar and the North","Tasmania","Holiday",150.8729159
12509,"Launceston, Tamar and the North","Tasmania","Holiday",81.081177
12600,"Launceston, Tamar and the North","Tasmania","Holiday",26.1907838
12692,"Launceston, Tamar and the North","Tasmania","Holiday",101.2939702
12784,"Launceston, Tamar and the North","Tasmania","Holiday",136.509862
12874,"Launceston, Tamar and the North","Tasmania","Holiday",82.2260568
12965,"Launceston, Tamar and the North","Tasmania","Holiday",42.1475242
13057,"Launceston, Tamar and the North","Tasmania","Holiday",60.5173693
13149,"Launceston, Tamar and the North","Tasmania","Holiday",121.038268
13239,"Launceston, Tamar and the North","Tasmania","Holiday",119.290403
13330,"Launceston, Tamar and the North","Tasmania","Holiday",48.041457
13422,"Launceston, Tamar and the North","Tasmania","Holiday",66.052376
13514,"Launceston, Tamar and the North","Tasmania","Holiday",157.9694017
13604,"Launceston, Tamar and the North","Tasmania","Holiday",93.6306396
13695,"Launceston, Tamar and the North","Tasmania","Holiday",53.2552976
13787,"Launceston, Tamar and the North","Tasmania","Holiday",107.8633115
13879,"Launceston, Tamar and the North","Tasmania","Holiday",141.1234791
13970,"Launceston, Tamar and the North","Tasmania","Holiday",102.3133162
14061,"Launceston, Tamar and the North","Tasmania","Holiday",55.0236739
14153,"Launceston, Tamar and the North","Tasmania","Holiday",68.672
14245,"Launceston, Tamar and the North","Tasmania","Holiday",129.112988
14335,"Launceston, Tamar and the North","Tasmania","Holiday",86.3000154
14426,"Launceston, Tamar and the North","Tasmania","Holiday",45.9285069
14518,"Launceston, Tamar and the North","Tasmania","Holiday",56.291757
14610,"Launceston, Tamar and the North","Tasmania","Holiday",142.5441367
14700,"Launceston, Tamar and the North","Tasmania","Holiday",92.9728874
14791,"Launceston, Tamar and the North","Tasmania","Holiday",46.8163685
14883,"Launceston, Tamar and the North","Tasmania","Holiday",60.8330847
14975,"Launceston, Tamar and the North","Tasmania","Holiday",121.9156319
15065,"Launceston, Tamar and the North","Tasmania","Holiday",58.34088
15156,"Launceston, Tamar and the North","Tasmania","Holiday",63.0480887
15248,"Launceston, Tamar and the North","Tasmania","Holiday",84.0654094
15340,"Launceston, Tamar and the North","Tasmania","Holiday",123.7990256
15431,"Launceston, Tamar and the North","Tasmania","Holiday",77.6905483
15522,"Launceston, Tamar and the North","Tasmania","Holiday",31.3811863
15614,"Launceston, Tamar and the North","Tasmania","Holiday",75.4159868
15706,"Launceston, Tamar and the North","Tasmania","Holiday",129.1474398
15796,"Launceston, Tamar and the North","Tasmania","Holiday",68.6752558
15887,"Launceston, Tamar and the North","Tasmania","Holiday",54.8634582
15979,"Launceston, Tamar and the North","Tasmania","Holiday",67.1961886
16071,"Launceston, Tamar and the North","Tasmania","Holiday",118.1029436
16161,"Launceston, Tamar and the North","Tasmania","Holiday",101.9683296
16252,"Launceston, Tamar and the North","Tasmania","Holiday",38.1124756
16344,"Launceston, Tamar and the North","Tasmania","Holiday",103.1989585
16436,"Launceston, Tamar and the North","Tasmania","Holiday",150.3227525
16526,"Launceston, Tamar and the North","Tasmania","Holiday",68.6540519
16617,"Launceston, Tamar and the North","Tasmania","Holiday",32.3935532
16709,"Launceston, Tamar and the North","Tasmania","Holiday",113.9913947
16801,"Launceston, Tamar and the North","Tasmania","Holiday",140.3169042
16892,"Launceston, Tamar and the North","Tasmania","Holiday",76.9997292
16983,"Launceston, Tamar and the North","Tasmania","Holiday",38.9756273
17075,"Launceston, Tamar and the North","Tasmania","Holiday",100.9867902
17167,"Launceston, Tamar and the North","Tasmania","Holiday",149.5136438
17257,"Launceston, Tamar and the North","Tasmania","Holiday",90.2354112
17348,"Launceston, Tamar and the North","Tasmania","Holiday",71.8833068
17440,"Launceston, Tamar and the North","Tasmania","Holiday",78.1184845
10227,"Launceston, Tamar and the North","Tasmania","Other",7.2238239
10317,"Launceston, Tamar and the North","Tasmania","Other",7.1954798
10408,"Launceston, Tamar and the North","Tasmania","Other",3.5413008
10500,"Launceston, Tamar and the North","Tasmania","Other",4.8107242
10592,"Launceston, Tamar and the North","Tasmania","Other",9.7682389
10682,"Launceston, Tamar and the North","Tasmania","Other",5.9963345
10773,"Launceston, Tamar and the North","Tasmania","Other",8.1160179
10865,"Launceston, Tamar and the North","Tasmania","Other",9.2453857
10957,"Launceston, Tamar and the North","Tasmania","Other",3.4787267
11048,"Launceston, Tamar and the North","Tasmania","Other",4.3022463
11139,"Launceston, Tamar and the North","Tasmania","Other",5.170601
11231,"Launceston, Tamar and the North","Tasmania","Other",4.0930982
11323,"Launceston, Tamar and the North","Tasmania","Other",4.7604483
11413,"Launceston, Tamar and the North","Tasmania","Other",7.8246756
11504,"Launceston, Tamar and the North","Tasmania","Other",3.7752342
11596,"Launceston, Tamar and the North","Tasmania","Other",13.2377897
11688,"Launceston, Tamar and the North","Tasmania","Other",1.55715
11778,"Launceston, Tamar and the North","Tasmania","Other",5.2111544
11869,"Launceston, Tamar and the North","Tasmania","Other",12.294685
11961,"Launceston, Tamar and the North","Tasmania","Other",6.585168
12053,"Launceston, Tamar and the North","Tasmania","Other",8.3910718
12143,"Launceston, Tamar and the North","Tasmania","Other",6.9499275
12234,"Launceston, Tamar and the North","Tasmania","Other",7.5099412
12326,"Launceston, Tamar and the North","Tasmania","Other",0
12418,"Launceston, Tamar and the North","Tasmania","Other",7.5737106
12509,"Launceston, Tamar and the North","Tasmania","Other",7.4631524
12600,"Launceston, Tamar and the North","Tasmania","Other",5.7054453
12692,"Launceston, Tamar and the North","Tasmania","Other",8.1087084
12784,"Launceston, Tamar and the North","Tasmania","Other",6.6619615
12874,"Launceston, Tamar and the North","Tasmania","Other",10.6279689
12965,"Launceston, Tamar and the North","Tasmania","Other",5.7305223
13057,"Launceston, Tamar and the North","Tasmania","Other",2.5334905
13149,"Launceston, Tamar and the North","Tasmania","Other",10.838879
13239,"Launceston, Tamar and the North","Tasmania","Other",9.522708
13330,"Launceston, Tamar and the North","Tasmania","Other",5.42468
13422,"Launceston, Tamar and the North","Tasmania","Other",5.842151
13514,"Launceston, Tamar and the North","Tasmania","Other",3.289141
13604,"Launceston, Tamar and the North","Tasmania","Other",8.7021963
13695,"Launceston, Tamar and the North","Tasmania","Other",7.0243987
13787,"Launceston, Tamar and the North","Tasmania","Other",6.319559
13879,"Launceston, Tamar and the North","Tasmania","Other",8.527695
13970,"Launceston, Tamar and the North","Tasmania","Other",7.9089234
14061,"Launceston, Tamar and the North","Tasmania","Other",6.970173
14153,"Launceston, Tamar and the North","Tasmania","Other",7.9074452
14245,"Launceston, Tamar and the North","Tasmania","Other",1.5599783
14335,"Launceston, Tamar and the North","Tasmania","Other",5.2964405
14426,"Launceston, Tamar and the North","Tasmania","Other",11.019785
14518,"Launceston, Tamar and the North","Tasmania","Other",3.7218497
14610,"Launceston, Tamar and the North","Tasmania","Other",6.6441101
14700,"Launceston, Tamar and the North","Tasmania","Other",6.6331656
14791,"Launceston, Tamar and the North","Tasmania","Other",10.3112414
14883,"Launceston, Tamar and the North","Tasmania","Other",0.8727596
14975,"Launceston, Tamar and the North","Tasmania","Other",6.9999912
15065,"Launceston, Tamar and the North","Tasmania","Other",7.8932377
15156,"Launceston, Tamar and the North","Tasmania","Other",16.5655904
15248,"Launceston, Tamar and the North","Tasmania","Other",5.1376649
15340,"Launceston, Tamar and the North","Tasmania","Other",2.8463679
15431,"Launceston, Tamar and the North","Tasmania","Other",7.0064391
15522,"Launceston, Tamar and the North","Tasmania","Other",15.2586157
15614,"Launceston, Tamar and the North","Tasmania","Other",5.3742485
15706,"Launceston, Tamar and the North","Tasmania","Other",7.2717068
15796,"Launceston, Tamar and the North","Tasmania","Other",6.8132738
15887,"Launceston, Tamar and the North","Tasmania","Other",11.717354
15979,"Launceston, Tamar and the North","Tasmania","Other",1.0450285
16071,"Launceston, Tamar and the North","Tasmania","Other",1.9795719
16161,"Launceston, Tamar and the North","Tasmania","Other",9.0149895
16252,"Launceston, Tamar and the North","Tasmania","Other",9.3730278
16344,"Launceston, Tamar and the North","Tasmania","Other",14.9466224
16436,"Launceston, Tamar and the North","Tasmania","Other",12.8283085
16526,"Launceston, Tamar and the North","Tasmania","Other",1.7240596
16617,"Launceston, Tamar and the North","Tasmania","Other",11.5105662
16709,"Launceston, Tamar and the North","Tasmania","Other",9.3829791
16801,"Launceston, Tamar and the North","Tasmania","Other",9.0836159
16892,"Launceston, Tamar and the North","Tasmania","Other",3.6778872
16983,"Launceston, Tamar and the North","Tasmania","Other",8.6278547
17075,"Launceston, Tamar and the North","Tasmania","Other",10.0859452
17167,"Launceston, Tamar and the North","Tasmania","Other",7.3406108
17257,"Launceston, Tamar and the North","Tasmania","Other",6.964857
17348,"Launceston, Tamar and the North","Tasmania","Other",3.3483431
17440,"Launceston, Tamar and the North","Tasmania","Other",8.901854
10227,"Launceston, Tamar and the North","Tasmania","Visiting",77.1049895
